{'C': 0.1, 'penalty': 'l1'} -0.675939755759147 0.0025177541093258176
{'C': 0.1, 'penalty': 'l2'} -0.6736507209378862 0.0026253436024744653
{'C': 1.0, 'penalty': 'l1'} -0.6724840929613481 0.0032077318240673427
{'C': 1.0, 'penalty': 'l2'} -0.6723665650064203 0.003176862129841927
{'C': 10.0, 'penalty': 'l1'} -0.6725477702728249 0.0034026838922502937
{'C': 10.0, 'penalty': 'l2'} -0.6725220465908246 0.0033922129351638586
