{'n_neighbors': 3, 'p': 1, 'n_jobs': 2} -3.6999391976549716 0.09441944615935458
{'n_neighbors': 3, 'p': 2, 'n_jobs': 2} -3.7193163828633478 0.10076031602958786
{'n_neighbors': 5, 'p': 1, 'n_jobs': 2} -2.5515263974287743 0.08586053202696728
{'n_neighbors': 5, 'p': 2, 'n_jobs': 2} -2.4999838961657974 0.061563209578965314
{'n_neighbors': 7, 'p': 1, 'n_jobs': 2} -1.9892461431739104 0.07211658496919533
{'n_neighbors': 7, 'p': 2, 'n_jobs': 2} -1.9528900525841113 0.04936520944652703
